Time,Raw_PosZ,SE_Roll,SE_Pitch,vBody_X,FF_ForceZ_FR,FF_ForceX_FR,Tau_Hip_FR
18.8600,0.0234,0.0000,-0.0077,0.0000,0.0000,0.0000,0.0000
18.8650,0.0234,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
18.8700,0.0234,0.0000,-0.0075,-0.0031,0.0000,0.0000,1.5039
18.8750,0.0235,-0.0000,-0.0073,-0.0062,-120.8771,60.4386,-7.0798
18.8800,0.0239,-0.0005,-0.0079,0.0103,-120.8771,60.4386,-7.2379
18.8850,0.0238,-0.0009,-0.0076,-0.0184,-125.8585,62.9293,-8.1166
18.8900,0.0235,-0.0011,-0.0063,-0.0483,-125.8585,62.9293,-8.0825
18.8950,0.0231,-0.0006,-0.0043,-0.0775,-120.4497,60.2249,-7.9532
18.9000,0.0227,0.0006,-0.0015,-0.1042,-120.4497,60.2249,-7.8336
18.9050,0.0224,0.0031,0.0016,-0.1252,-117.8891,57.7103,-8.0837
18.9100,0.0221,0.0066,0.0049,-0.1442,-117.8891,57.7103,-7.8179
18.9150,0.0218,0.0120,0.0084,-0.1603,-0.0000,-0.0000,0.7924
18.9200,0.0216,0.0187,0.0119,-0.1779,-0.0000,-0.0000,1.0113
18.9250,0.0217,0.0244,0.0150,-0.1730,0.0000,0.0000,1.9289
18.9300,0.0219,0.0288,0.0180,-0.1723,0.0000,0.0000,2.9793
18.9350,0.0224,0.0290,0.0209,-0.1910,0.0000,0.0000,3.0839
18.9400,0.0233,0.0256,0.0237,-0.2093,0.0000,0.0000,2.4157
18.9450,0.0247,0.0207,0.0267,-0.2255,0.0000,0.0000,1.2563
18.9500,0.0262,0.0147,0.0298,-0.2377,0.0000,0.0000,-0.1123
18.9550,0.0272,0.0086,0.0328,-0.2429,0.0000,0.0000,-0.8496
18.9600,0.0270,0.0026,0.0354,-0.2456,0.0000,0.0000,-0.8615
18.9650,0.0255,-0.0039,0.0375,-0.2471,0.0000,0.0000,-0.2869
18.9700,0.0228,-0.0110,0.0394,-0.2515,0.0000,0.0000,0.9324
18.9750,0.0227,-0.0164,0.0404,-0.2426,-109.7914,34.4508,-9.2096
18.9800,0.0237,-0.0202,0.0412,-0.2415,-109.7914,34.4508,-9.3913
18.9850,0.0241,-0.0203,0.0421,-0.2593,-125.5841,33.6972,-8.3791
18.9900,0.0240,-0.0179,0.0435,-0.2763,-125.5841,33.6972,-7.8941
18.9950,0.0236,-0.0140,0.0452,-0.2916,-123.3699,28.6103,-7.1080
19.0000,0.0232,-0.0091,0.0470,-0.3027,-123.3699,28.6103,-6.8193
19.0050,0.0228,-0.0041,0.0486,-0.3084,-123.5511,26.7035,-8.0918
19.0100,0.0225,0.0008,0.0500,-0.3120,-123.5511,26.7035,-7.9603
19.0150,0.0222,0.0064,0.0508,-0.3148,-0.0000,-0.0000,0.8792
19.0200,0.0220,0.0129,0.0514,-0.3201,-0.0000,-0.0000,0.9929
19.0250,0.0220,0.0182,0.0517,-0.3148,0.0000,0.0000,1.9108
19.0300,0.0223,0.0224,0.0522,-0.3146,0.0000,0.0000,3.0155
19.0350,0.0228,0.0228,0.0525,-0.3255,0.0000,0.0000,3.2709
19.0400,0.0239,0.0198,0.0526,-0.3373,0.0000,0.0000,2.7542
19.0450,0.0256,0.0141,0.0524,-0.3440,0.0000,0.0000,1.5595
19.0500,0.0275,0.0080,0.0526,-0.3505,0.0000,0.0000,0.2014
19.0550,0.0291,0.0025,0.0529,-0.3528,0.0000,0.0000,-0.5385
19.0600,0.0296,-0.0023,0.0531,-0.3529,0.0000,0.0000,-0.5209
19.0650,0.0286,-0.0072,0.0532,-0.3527,0.0000,0.0000,0.1231
19.0700,0.0264,-0.0124,0.0532,-0.3548,0.0000,0.0000,1.4113
19.0750,0.0234,-0.0169,0.0532,-0.3499,-114.2727,20.1080,-9.1303
19.0800,0.0231,-0.0199,0.0529,-0.3482,-114.2727,20.1080,-9.5934
19.0850,0.0229,-0.0198,0.0525,-0.3577,-129.5287,18.3613,-9.1594
19.0900,0.0227,-0.0165,0.0518,-0.3662,-129.5287,18.3613,-8.5955
19.0950,0.0224,-0.0108,0.0508,-0.3708,-117.6285,14.8298,-4.4996
19.1000,0.0222,-0.0052,0.0500,-0.3762,-117.6285,14.8298,-4.3498
19.1050,0.0220,-0.0003,0.0496,-0.3790,-114.5255,16.6115,-6.4798
19.1100,0.0218,0.0036,0.0492,-0.3801,-114.5255,16.6115,-6.5377
19.1150,0.0217,0.0077,0.0487,-0.3809,-0.0000,-0.0000,0.6311
19.1200,0.0216,0.0121,0.0482,-0.3835,-0.0000,-0.0000,0.6626
19.1250,0.0217,0.0156,0.0478,-0.3805,0.0000,0.0000,1.7057
19.1300,0.0220,0.0184,0.0476,-0.3813,0.0000,0.0000,2.9024
19.1350,0.0226,0.0199,0.0477,-0.3853,0.0000,0.0000,3.3739
19.1400,0.0238,0.0178,0.0473,-0.3912,0.0000,0.0000,3.0343
19.1450,0.0257,0.0129,0.0462,-0.3946,0.0000,0.0000,1.9640
19.1500,0.0279,0.0075,0.0454,-0.3975,0.0000,0.0000,0.6702
19.1550,0.0299,0.0025,0.0449,-0.3980,0.0000,0.0000,-0.0745
19.1600,0.0309,-0.0017,0.0444,-0.3963,0.0000,0.0000,-0.1212
19.1650,0.0307,-0.0058,0.0439,-0.3948,0.0000,0.0000,0.4324
19.1700,0.0292,-0.0098,0.0434,-0.3953,0.0000,0.0000,1.6332
19.1750,0.0269,-0.0130,0.0430,-0.3921,-109.9099,14.4709,-8.3402
19.1800,0.0246,-0.0157,0.0427,-0.3928,-109.9099,14.4709,-8.4953
19.1850,0.0187,-0.0172,0.0428,-0.3971,-132.8913,10.1071,-8.4674
19.1900,0.0159,-0.0154,0.0423,-0.4026,-132.8913,10.1071,-8.4426
19.1950,0.0148,-0.0107,0.0411,-0.4061,-110.6910,7.8614,-4.1004
19.2000,0.0146,-0.0056,0.0404,-0.4090,-110.6910,7.8614,-4.0392
19.2050,0.0149,-0.0008,0.0399,-0.4101,-103.8178,10.5143,-5.5326
19.2100,0.0154,0.0032,0.0396,-0.4090,-103.8178,10.5143,-5.5935
19.2150,0.0161,0.0072,0.0392,-0.4080,-0.0000,-0.0000,0.5481
19.2200,0.0167,0.0112,0.0390,-0.4086,-0.0000,-0.0000,0.5315
19.2250,0.0175,0.0145,0.0388,-0.4063,0.0000,0.0000,1.6086
19.2300,0.0184,0.0170,0.0388,-0.4074,0.0000,0.0000,2.8844
19.2350,0.0195,0.0183,0.0390,-0.4094,0.0000,0.0000,3.4276
19.2400,0.0212,0.0163,0.0385,-0.4130,0.0000,0.0000,3.1787
19.2450,0.0236,0.0114,0.0373,-0.4152,0.0000,0.0000,2.1851
19.2500,0.0264,0.0063,0.0365,-0.4169,0.0000,0.0000,0.9828
19.2550,0.0291,0.0016,0.0360,-0.4177,0.0000,0.0000,0.2519
19.2600,0.0311,-0.0024,0.0356,-0.4164,0.0000,0.0000,0.1294
19.2650,0.0320,-0.0064,0.0352,-0.4153,0.0000,0.0000,0.5208
19.2700,0.0317,-0.0103,0.0349,-0.4159,0.0000,0.0000,1.5062
19.2750,0.0307,-0.0135,0.0346,-0.4139,-107.3304,10.4095,-8.4866
19.2800,0.0295,-0.0160,0.0345,-0.4152,-107.3304,10.4095,-8.6696
19.2850,0.0244,-0.0173,0.0347,-0.4167,-136.9712,7.7296,-9.0126
19.2900,0.0213,-0.0154,0.0342,-0.4190,-136.9712,7.7296,-8.8106
19.2950,0.0197,-0.0107,0.0331,-0.4207,-114.7974,6.3473,-4.4724
19.3000,0.0189,-0.0058,0.0324,-0.4219,-114.7974,6.3473,-4.3964
19.3050,0.0186,-0.0013,0.0320,-0.4225,-106.0635,9.2320,-5.7097
19.3100,0.0186,0.0025,0.0318,-0.4209,-106.0635,9.2320,-5.7672
19.3150,0.0188,0.0063,0.0316,-0.4195,-0.0000,-0.0000,0.5530
19.3200,0.0191,0.0101,0.0315,-0.4197,-0.0000,-0.0000,0.5344
19.3250,0.0195,0.0132,0.0314,-0.4176,0.0000,0.0000,1.6156
19.3300,0.0201,0.0156,0.0315,-0.4188,0.0000,0.0000,2.8820
19.3350,0.0210,0.0168,0.0319,-0.4203,0.0000,0.0000,3.4256
19.3400,0.0224,0.0149,0.0315,-0.4229,0.0000,0.0000,3.1757
19.3450,0.0245,0.0102,0.0305,-0.4241,0.0000,0.0000,2.1751
19.3500,0.0271,0.0053,0.0299,-0.4248,0.0000,0.0000,0.9712
19.3550,0.0296,0.0009,0.0295,-0.4251,0.0000,0.0000,0.2367
19.3600,0.0313,-0.0028,0.0294,-0.4232,0.0000,0.0000,0.1188
19.3650,0.0318,-0.0065,0.0293,-0.4215,0.0000,0.0000,0.5289
19.3700,0.0313,-0.0102,0.0292,-0.4216,0.0000,0.0000,1.5385
19.3750,0.0299,-0.0132,0.0293,-0.4196,-105.8511,9.8384,-8.3648
19.3800,0.0285,-0.0157,0.0295,-0.4209,-105.8511,9.8384,-8.5522
19.3850,0.0232,-0.0169,0.0299,-0.4223,-133.5870,6.8324,-8.8579
19.3900,0.0205,-0.0150,0.0296,-0.4247,-133.5870,6.8324,-8.7096
19.3950,0.0191,-0.0103,0.0286,-0.4258,-111.8965,5.6111,-4.4140
19.4000,0.0185,-0.0055,0.0280,-0.4263,-111.8965,5.6111,-4.3401
19.4050,0.0183,-0.0010,0.0278,-0.4264,-103.4619,8.6057,-5.5880
19.4100,0.0184,0.0026,0.0276,-0.4244,-103.4619,8.6057,-5.6519
19.4150,0.0187,0.0063,0.0275,-0.4227,-0.0000,-0.0000,0.5236
19.4200,0.0190,0.0098,0.0275,-0.4226,-0.0000,-0.0000,0.5012
19.4250,0.0195,0.0128,0.0275,-0.4207,0.0000,0.0000,1.6015
19.4300,0.0201,0.0152,0.0278,-0.4221,0.0000,0.0000,2.8694
19.4350,0.0209,0.0164,0.0282,-0.4235,0.0000,0.0000,3.4127
19.4400,0.0224,0.0146,0.0279,-0.4260,0.0000,0.0000,3.1625
19.4450,0.0245,0.0100,0.0270,-0.4270,0.0000,0.0000,2.1580
19.4500,0.0271,0.0052,0.0265,-0.4274,0.0000,0.0000,0.9621
19.4550,0.0295,0.0009,0.0263,-0.4275,0.0000,0.0000,0.2350
19.4600,0.0312,-0.0027,0.0262,-0.4254,0.0000,0.0000,0.1210
19.4650,0.0317,-0.0063,0.0262,-0.4236,0.0000,0.0000,0.5318
19.4700,0.0312,-0.0098,0.0262,-0.4235,0.0000,0.0000,1.5371
19.4750,0.0298,-0.0128,0.0263,-0.4216,-104.5547,9.4038,-8.2539
19.4800,0.0284,-0.0152,0.0266,-0.4230,-104.5547,9.4038,-8.4402
19.4850,0.0232,-0.0164,0.0271,-0.4245,-132.4618,6.4528,-8.7840
19.4900,0.0205,-0.0145,0.0269,-0.4268,-132.4618,6.4528,-8.6403
19.4950,0.0192,-0.0099,0.0259,-0.4278,-111.0964,5.3361,-4.4157
19.5000,0.0185,-0.0052,0.0255,-0.4282,-111.0964,5.3361,-4.3510
19.5050,0.0184,-0.0009,0.0253,-0.4282,-102.8560,8.3571,-5.6149
19.5100,0.0185,0.0027,0.0253,-0.4260,-102.8560,8.3571,-5.6813
19.5150,0.0187,0.0063,0.0253,-0.4242,-0.0000,-0.0000,0.5104
19.5200,0.0190,0.0098,0.0254,-0.4240,-0.0000,-0.0000,0.4938
19.5250,0.0195,0.0127,0.0255,-0.4222,0.0000,0.0000,1.5967
19.5300,0.0201,0.0151,0.0258,-0.4237,0.0000,0.0000,2.8619
19.5350,0.0209,0.0163,0.0264,-0.4251,0.0000,0.0000,3.4010
19.5400,0.0224,0.0144,0.0262,-0.4274,0.0000,0.0000,3.1441
19.5450,0.0245,0.0099,0.0253,-0.4283,0.0000,0.0000,2.1348
19.5500,0.0271,0.0052,0.0249,-0.4286,0.0000,0.0000,0.9389
19.5550,0.0295,0.0009,0.0247,-0.4285,0.0000,0.0000,0.2149
19.5600,0.0311,-0.0027,0.0248,-0.4263,0.0000,0.0000,0.1065
19.5650,0.0316,-0.0062,0.0248,-0.4245,0.0000,0.0000,0.5233
19.5700,0.0310,-0.0098,0.0249,-0.4243,0.0000,0.0000,1.5352
19.5750,0.0297,-0.0127,0.0251,-0.4224,-104.3261,9.2168,-8.2245
19.5800,0.0282,-0.0151,0.0254,-0.4239,-104.3261,9.2168,-8.4081
19.5850,0.0230,-0.0163,0.0260,-0.4254,-132.2083,6.2470,-8.7601
19.5900,0.0204,-0.0144,0.0258,-0.4277,-132.2083,6.2470,-8.6244
19.5950,0.0190,-0.0099,0.0249,-0.4286,-110.7137,5.1756,-4.3986
19.6000,0.0184,-0.0051,0.0245,-0.4288,-110.7137,5.1756,-4.3377
19.6050,0.0183,-0.0009,0.0244,-0.4287,-102.7795,8.2205,-5.6225
19.6100,0.0184,0.0027,0.0244,-0.4265,-102.7795,8.2205,-5.6900
19.6150,0.0186,0.0062,0.0245,-0.4247,-0.0000,-0.0000,0.5062
19.6200,0.0189,0.0097,0.0246,-0.4244,-0.0000,-0.0000,0.4927
19.6250,0.0195,0.0127,0.0247,-0.4226,0.0000,0.0000,1.5962
19.6300,0.0201,0.0151,0.0251,-0.4241,0.0000,0.0000,2.8615
19.6350,0.0209,0.0163,0.0257,-0.4256,0.0000,0.0000,3.4003
19.6400,0.0224,0.0144,0.0255,-0.4278,0.0000,0.0000,3.1426
19.6450,0.0245,0.0099,0.0247,-0.4287,0.0000,0.0000,2.1307
19.6500,0.0270,0.0051,0.0243,-0.4289,0.0000,0.0000,0.9378
19.6550,0.0294,0.0009,0.0242,-0.4289,0.0000,0.0000,0.2156
19.6600,0.0311,-0.0027,0.0242,-0.4266,0.0000,0.0000,0.1080
19.6650,0.0316,-0.0062,0.0243,-0.4248,0.0000,0.0000,0.5245
19.6700,0.0310,-0.0097,0.0244,-0.4245,0.0000,0.0000,1.5351
19.6750,0.0296,-0.0127,0.0246,-0.4227,-104.3041,9.1327,-8.2229
19.6800,0.0282,-0.0151,0.0249,-0.4242,-104.3041,9.1327,-8.4064
19.6850,0.0230,-0.0163,0.0255,-0.4257,-132.2448,6.1754,-8.7608
19.6900,0.0203,-0.0144,0.0254,-0.4279,-132.2448,6.1754,-8.6252
19.6950,0.0190,-0.0099,0.0246,-0.4288,-110.7448,5.1254,-4.3991
19.7000,0.0184,-0.0051,0.0242,-0.4290,-110.7448,5.1254,-4.3388
19.7050,0.0183,-0.0009,0.0241,-0.4289,-102.8075,8.1800,-5.6255
19.7100,0.0184,0.0027,0.0241,-0.4267,-102.8075,8.1800,-5.6935
19.7150,0.0186,0.0062,0.0242,-0.4248,-0.0000,-0.0000,0.5049
19.7200,0.0189,0.0097,0.0243,-0.4246,-0.0000,-0.0000,0.4922
19.7250,0.0194,0.0127,0.0245,-0.4228,0.0000,0.0000,1.5958
19.7300,0.0201,0.0150,0.0249,-0.4243,0.0000,0.0000,2.8613
19.7350,0.0209,0.0163,0.0254,-0.4257,0.0000,0.0000,3.4001
19.7400,0.0224,0.0144,0.0253,-0.4280,0.0000,0.0000,3.1423
19.7450,0.0245,0.0098,0.0245,-0.4288,0.0000,0.0000,2.1303
19.7500,0.0270,0.0051,0.0241,-0.4290,0.0000,0.0000,0.9380
19.7550,0.0294,0.0009,0.0240,-0.4289,0.0000,0.0000,0.2163
19.7600,0.0311,-0.0027,0.0241,-0.4267,0.0000,0.0000,0.1090
19.7650,0.0316,-0.0062,0.0241,-0.4248,0.0000,0.0000,0.5254
19.7700,0.0310,-0.0097,0.0243,-0.4246,0.0000,0.0000,1.5357
19.7750,0.0296,-0.0127,0.0245,-0.4228,-104.3117,9.1102,-8.2241
19.7800,0.0282,-0.0151,0.0248,-0.4243,-104.3117,9.1102,-8.4076
19.7850,0.0230,-0.0163,0.0254,-0.4257,-132.2631,6.1550,-8.7621
19.7900,0.0203,-0.0144,0.0253,-0.4280,-132.2631,6.1550,-8.6267
19.7950,0.0190,-0.0099,0.0245,-0.4288,-110.7591,5.1110,-4.3996
19.8000,0.0184,-0.0051,0.0241,-0.4290,-110.7591,5.1110,-4.3392
19.8050,0.0183,-0.0009,0.0240,-0.4289,-102.8158,8.1695,-5.6245
19.8100,0.0184,0.0027,0.0240,-0.4267,-102.8158,8.1695,-5.6924
19.8150,0.0186,0.0062,0.0241,-0.4248,-0.0000,-0.0000,0.5050
19.8200,0.0189,0.0097,0.0242,-0.4246,-0.0000,-0.0000,0.4923
19.8250,0.0194,0.0127,0.0244,-0.4228,0.0000,0.0000,1.5959
19.8300,0.0201,0.0151,0.0248,-0.4243,0.0000,0.0000,2.8617
19.8350,0.0209,0.0163,0.0254,-0.4257,0.0000,0.0000,3.4007
19.8400,0.0223,0.0144,0.0253,-0.4280,0.0000,0.0000,3.1430
19.8450,0.0245,0.0099,0.0245,-0.4288,0.0000,0.0000,2.1311
19.8500,0.0270,0.0051,0.0241,-0.4290,0.0000,0.0000,0.9390
19.8550,0.0294,0.0009,0.0240,-0.4289,0.0000,0.0000,0.2175
19.8600,0.0310,-0.0027,0.0240,-0.4267,0.0000,0.0000,0.1101
19.8650,0.0316,-0.0062,0.0241,-0.4248,0.0000,0.0000,0.5264
19.8700,0.0310,-0.0097,0.0242,-0.4246,0.0000,0.0000,1.5361
19.8750,0.0296,-0.0127,0.0244,-0.4228,-104.3071,9.1107,-8.2256
19.8800,0.0282,-0.0151,0.0248,-0.4243,-104.3071,9.1107,-8.4092
19.8850,0.0230,-0.0163,0.0254,-0.4257,-132.2617,6.1565,-8.7629
19.8900,0.0203,-0.0144,0.0253,-0.4279,-132.2617,6.1565,-8.6272
19.8950,0.0190,-0.0099,0.0245,-0.4288,-110.7605,5.1117,-4.3997
19.9000,0.0184,-0.0051,0.0241,-0.4290,-110.7605,5.1117,-4.3391
19.9050,0.0183,-0.0009,0.0240,-0.4289,-102.8152,8.1702,-5.6233
19.9100,0.0184,0.0027,0.0240,-0.4267,-102.8152,8.1702,-5.6911
19.9150,0.0186,0.0062,0.0241,-0.4248,-0.0000,-0.0000,0.5052
19.9200,0.0189,0.0097,0.0242,-0.4245,-0.0000,-0.0000,0.4925
19.9250,0.0194,0.0127,0.0244,-0.4227,0.0000,0.0000,1.5960
19.9300,0.0201,0.0151,0.0248,-0.4243,0.0000,0.0000,2.8618
19.9350,0.0209,0.0163,0.0254,-0.4257,0.0000,0.0000,3.4009
19.9400,0.0223,0.0144,0.0253,-0.4279,0.0000,0.0000,3.1431
19.9450,0.0245,0.0099,0.0245,-0.4288,0.0000,0.0000,2.1313
19.9500,0.0270,0.0051,0.0241,-0.4290,0.0000,0.0000,0.9394
19.9550,0.0294,0.0009,0.0240,-0.4289,0.0000,0.0000,0.2178
19.9600,0.0310,-0.0027,0.0241,-0.4267,0.0000,0.0000,0.1104
19.9650,0.0316,-0.0062,0.0241,-0.4248,0.0000,0.0000,0.5266
19.9700,0.0310,-0.0097,0.0243,-0.4245,0.0000,0.0000,1.5363
19.9750,0.0296,-0.0127,0.0244,-0.4227,-104.3078,9.1146,-8.2263
19.9800,0.0282,-0.0151,0.0248,-0.4242,-104.3078,9.1146,-8.4100
19.9850,0.0230,-0.0163,0.0254,-0.4257,-132.2608,6.1590,-8.7626
19.9900,0.0203,-0.0144,0.0253,-0.4279,-132.2608,6.1590,-8.6269
19.9950,0.0190,-0.0099,0.0245,-0.4288,-110.7589,5.1155,-4.3997
20.0000,0.0184,-0.0051,0.0241,-0.4290,-110.7589,5.1155,-4.3390
20.0050,0.0183,-0.0009,0.0240,-0.4289,-102.8161,8.1714,-5.6228
20.0100,0.0184,0.0027,0.0241,-0.4267,-102.8161,8.1714,-5.6905
20.0150,0.0186,0.0062,0.0241,-0.4248,-0.0000,-0.0000,0.5053
20.0200,0.0189,0.0097,0.0242,-0.4245,-0.0000,-0.0000,0.4926
20.0250,0.0194,0.0127,0.0244,-0.4227,0.0000,0.0000,1.5961
20.0300,0.0201,0.0151,0.0248,-0.4242,0.0000,0.0000,2.8619
20.0350,0.0209,0.0163,0.0254,-0.4257,0.0000,0.0000,3.4009
20.0400,0.0223,0.0144,0.0253,-0.4279,0.0000,0.0000,3.1433
20.0450,0.0245,0.0099,0.0245,-0.4288,0.0000,0.0000,2.1315
20.0500,0.0270,0.0051,0.0241,-0.4290,0.0000,0.0000,0.9395
20.0550,0.0294,0.0009,0.0240,-0.4289,0.0000,0.0000,0.2180
20.0600,0.0310,-0.0027,0.0241,-0.4267,0.0000,0.0000,0.1106
20.0650,0.0316,-0.0062,0.0241,-0.4248,0.0000,0.0000,0.5267
20.0700,0.0310,-0.0097,0.0243,-0.4245,0.0000,0.0000,1.5363
20.0750,0.0296,-0.0127,0.0245,-0.4227,-104.3075,9.1157,-8.2261
20.0800,0.0282,-0.0151,0.0248,-0.4242,-104.3075,9.1157,-8.4099
20.0850,0.0230,-0.0163,0.0254,-0.4257,-132.2605,6.1606,-8.7626
20.0900,0.0203,-0.0144,0.0253,-0.4279,-132.2605,6.1606,-8.6268
20.0950,0.0190,-0.0099,0.0245,-0.4288,-110.7608,5.1156,-4.3996
20.1000,0.0184,-0.0051,0.0241,-0.4290,-110.7608,5.1156,-4.3389
20.1050,0.0183,-0.0009,0.0240,-0.4289,-102.8152,8.1736,-5.6229
20.1100,0.0184,0.0027,0.0241,-0.4267,-102.8152,8.1736,-5.6906
20.1150,0.0186,0.0062,0.0241,-0.4248,-0.0000,-0.0000,0.5054
20.1200,0.0189,0.0097,0.0243,-0.4245,-0.0000,-0.0000,0.4926
20.1250,0.0194,0.0127,0.0245,-0.4227,0.0000,0.0000,1.5961
20.1300,0.0201,0.0151,0.0248,-0.4242,0.0000,0.0000,2.8619
20.1350,0.0209,0.0163,0.0254,-0.4257,0.0000,0.0000,3.4009
20.1400,0.0223,0.0144,0.0253,-0.4279,0.0000,0.0000,3.1432
20.1450,0.0245,0.0099,0.0245,-0.4288,0.0000,0.0000,2.1315
20.1500,0.0270,0.0051,0.0241,-0.4290,0.0000,0.0000,0.9395
20.1550,0.0294,0.0009,0.0240,-0.4289,0.0000,0.0000,0.2179
20.1600,0.0310,-0.0027,0.0241,-0.4267,0.0000,0.0000,0.1105
20.1650,0.0316,-0.0062,0.0241,-0.4248,0.0000,0.0000,0.5266
20.1700,0.0310,-0.0097,0.0243,-0.4245,0.0000,0.0000,1.5362
20.1750,0.0296,-0.0127,0.0245,-0.4227,-104.3105,9.1161,-8.2265
20.1800,0.0282,-0.0151,0.0248,-0.4242,-104.3105,9.1161,-8.4102
20.1850,0.0230,-0.0163,0.0254,-0.4257,-132.2625,6.1607,-8.7626
20.1900,0.0203,-0.0144,0.0253,-0.4279,-132.2625,6.1607,-8.6268
20.1950,0.0190,-0.0099,0.0245,-0.4288,-110.7625,5.1156,-4.3995
20.2000,0.0184,-0.0051,0.0241,-0.4290,-110.7625,5.1156,-4.3388
20.2050,0.0183,-0.0009,0.0240,-0.4289,-102.8174,8.1733,-5.6227
20.2100,0.0184,0.0027,0.0241,-0.4267,-102.8174,8.1733,-5.6904
20.2150,0.0186,0.0062,0.0241,-0.4248,-0.0000,-0.0000,0.5054
20.2200,0.0189,0.0097,0.0243,-0.4245,-0.0000,-0.0000,0.4927
20.2250,0.0194,0.0127,0.0245,-0.4227,0.0000,0.0000,1.5961
20.2300,0.0201,0.0151,0.0248,-0.4242,0.0000,0.0000,2.8619
20.2350,0.0209,0.0163,0.0254,-0.4257,0.0000,0.0000,3.4010
20.2400,0.0223,0.0144,0.0253,-0.4279,0.0000,0.0000,3.1433
20.2450,0.0245,0.0099,0.0245,-0.4288,0.0000,0.0000,2.1315
20.2500,0.0270,0.0051,0.0241,-0.4290,0.0000,0.0000,0.9395
20.2550,0.0294,0.0009,0.0240,-0.4289,0.0000,0.0000,0.2179
20.2600,0.0310,-0.0027,0.0241,-0.4267,0.0000,0.0000,0.1105
20.2650,0.0316,-0.0062,0.0242,-0.4248,0.0000,0.0000,0.5266
20.2700,0.0310,-0.0097,0.0243,-0.4245,0.0000,0.0000,1.5362
20.2750,0.0296,-0.0127,0.0245,-0.4227,-104.3104,9.1164,-8.2265
20.2800,0.0282,-0.0151,0.0248,-0.4242,-104.3104,9.1164,-8.4102
20.2850,0.0230,-0.0163,0.0254,-0.4257,-132.2626,6.1609,-8.7626
20.2900,0.0203,-0.0144,0.0253,-0.4279,-132.2626,6.1609,-8.6268
20.2950,0.0190,-0.0099,0.0245,-0.4288,-110.7601,5.1170,-4.3995
20.3000,0.0184,-0.0051,0.0241,-0.4290,-110.7601,5.1170,-4.3388
20.3050,0.0183,-0.0009,0.0240,-0.4289,-102.8175,8.1731,-5.6228
20.3100,0.0184,0.0027,0.0241,-0.4267,-102.8175,8.1731,-5.6905
20.3150,0.0186,0.0062,0.0241,-0.4248,-0.0000,-0.0000,0.5054
20.3200,0.0189,0.0097,0.0243,-0.4245,-0.0000,-0.0000,0.4927
20.3250,0.0194,0.0127,0.0245,-0.4227,0.0000,0.0000,1.5961
20.3300,0.0201,0.0151,0.0248,-0.4242,0.0000,0.0000,2.8619
20.3350,0.0209,0.0163,0.0254,-0.4257,0.0000,0.0000,3.4009
20.3400,0.0223,0.0144,0.0253,-0.4279,0.0000,0.0000,3.1433
20.3450,0.0245,0.0099,0.0245,-0.4288,0.0000,0.0000,2.1315
20.3500,0.0270,0.0051,0.0241,-0.4290,0.0000,0.0000,0.9395
20.3550,0.0294,0.0009,0.0240,-0.4289,0.0000,0.0000,0.2179
20.3600,0.0310,-0.0027,0.0241,-0.4267,0.0000,0.0000,0.1104
20.3650,0.0316,-0.0062,0.0241,-0.4248,0.0000,0.0000,0.5266
20.3700,0.0310,-0.0098,0.0243,-0.4245,0.0000,0.0000,1.5362
20.3750,0.0296,-0.0127,0.0245,-0.4227,-104.3105,9.1163,-8.2264
20.3800,0.0282,-0.0151,0.0248,-0.4242,-104.3105,9.1163,-8.4101
20.3850,0.0230,-0.0163,0.0254,-0.4257,-132.2625,6.1608,-8.7625
20.3900,0.0203,-0.0144,0.0253,-0.4279,-132.2625,6.1608,-8.6267
20.3950,0.0190,-0.0099,0.0245,-0.4288,-110.7602,5.1169,-4.3995
20.4000,0.0184,-0.0052,0.0241,-0.4290,-110.7602,5.1169,-4.3388
20.4050,0.0183,-0.0009,0.0240,-0.4289,-102.8178,8.1730,-5.6228
20.4100,0.0184,0.0027,0.0241,-0.4267,-102.8178,8.1730,-5.6905
20.4150,0.0186,0.0062,0.0241,-0.4248,-0.0000,-0.0000,0.5054
20.4200,0.0189,0.0097,0.0243,-0.4245,-0.0000,-0.0000,0.4927
20.4250,0.0194,0.0127,0.0245,-0.4227,0.0000,0.0000,1.5961
20.4300,0.0201,0.0151,0.0248,-0.4242,0.0000,0.0000,2.8619
20.4350,0.0209,0.0163,0.0254,-0.4257,0.0000,0.0000,3.4010
20.4400,0.0223,0.0144,0.0253,-0.4279,0.0000,0.0000,3.1433
20.4450,0.0245,0.0099,0.0245,-0.4288,0.0000,0.0000,2.1315
20.4500,0.0270,0.0051,0.0241,-0.4290,0.0000,0.0000,0.9395
20.4550,0.0294,0.0009,0.0240,-0.4289,0.0000,0.0000,0.2179
20.4600,0.0310,-0.0027,0.0241,-0.4267,0.0000,0.0000,0.1105
20.4650,0.0316,-0.0062,0.0241,-0.4248,0.0000,0.0000,0.5267
20.4700,0.0310,-0.0097,0.0243,-0.4245,0.0000,0.0000,1.5363
20.4750,0.0296,-0.0127,0.0245,-0.4227,-104.3105,9.1160,-8.2264
20.4800,0.0282,-0.0151,0.0248,-0.4242,-104.3105,9.1160,-8.4101
20.4850,0.0230,-0.0163,0.0254,-0.4257,-132.2627,6.1606,-8.7626
20.4900,0.0203,-0.0144,0.0253,-0.4279,-132.2627,6.1606,-8.6268
