Time,Raw_PosZ,SE_Roll,SE_Pitch,vBody_X,FF_ForceZ_FR,FF_ForceX_FR,Tau_Hip_FR
31.2100,0.0184,0.0027,0.0241,-0.4267,-102.8190,8.1733,-5.6909
31.2150,0.0186,0.0062,0.0241,-0.4248,-0.0000,-0.0000,0.5053
31.2200,0.0189,0.0097,0.0243,-0.4245,-0.0000,-0.0000,0.4927
31.2250,0.0194,0.0127,0.0245,-0.4227,0.0000,0.0000,1.5961
31.2300,0.0201,0.0151,0.0248,-0.4242,0.0000,0.0000,2.8619
31.2350,0.0209,0.0163,0.0254,-0.4257,0.0000,0.0000,3.4009
31.2400,0.0223,0.0144,0.0253,-0.4279,0.0000,0.0000,3.1433
31.2450,0.0245,0.0099,0.0245,-0.4288,0.0000,0.0000,2.1315
31.2500,0.0270,0.0051,0.0241,-0.4290,0.0000,0.0000,0.9395
31.2550,0.0294,0.0009,0.0240,-0.4289,0.0000,0.0000,0.2179
31.2600,0.0310,-0.0027,0.0241,-0.4267,0.0000,0.0000,0.1105
31.2650,0.0316,-0.0062,0.0242,-0.4248,0.0000,0.0000,0.5266
31.2700,0.0310,-0.0098,0.0243,-0.4245,0.0000,0.0000,1.5363
31.2750,0.0296,-0.0127,0.0245,-0.4227,-104.3107,9.1163,-8.2262
31.2800,0.0282,-0.0151,0.0248,-0.4242,-104.3107,9.1163,-8.4099
31.2850,0.0230,-0.0163,0.0254,-0.4257,-132.2630,6.1608,-8.7625
31.2900,0.0203,-0.0144,0.0253,-0.4279,-132.2630,6.1608,-8.6267
31.2950,0.0190,-0.0099,0.0245,-0.4288,-110.7593,5.1169,-4.3991
31.3000,0.0184,-0.0052,0.0241,-0.4290,-110.7593,5.1169,-4.3384
31.3050,0.0183,-0.0009,0.0240,-0.4289,-102.8191,8.1733,-5.6232
31.3100,0.0184,0.0027,0.0241,-0.4267,-102.8191,8.1733,-5.6909
31.3150,0.0186,0.0062,0.0241,-0.4248,-0.0000,-0.0000,0.5053
31.3200,0.0189,0.0097,0.0243,-0.4245,-0.0000,-0.0000,0.4927
31.3250,0.0194,0.0127,0.0245,-0.4227,0.0000,0.0000,1.5961
31.3300,0.0201,0.0151,0.0248,-0.4242,0.0000,0.0000,2.8619
31.3350,0.0209,0.0163,0.0254,-0.4257,0.0000,0.0000,3.4009
31.3400,0.0223,0.0144,0.0253,-0.4279,0.0000,0.0000,3.1433
31.3450,0.0245,0.0099,0.0245,-0.4288,0.0000,0.0000,2.1315
31.3500,0.0270,0.0051,0.0241,-0.4290,0.0000,0.0000,0.9395
31.3550,0.0294,0.0009,0.0240,-0.4289,0.0000,0.0000,0.2179
31.3600,0.0310,-0.0027,0.0241,-0.4267,0.0000,0.0000,0.1105
31.3650,0.0316,-0.0062,0.0242,-0.4248,0.0000,0.0000,0.5266
31.3700,0.0310,-0.0098,0.0243,-0.4245,0.0000,0.0000,1.5363
31.3750,0.0296,-0.0127,0.0245,-0.4227,-104.3107,9.1164,-8.2262
31.3800,0.0282,-0.0151,0.0248,-0.4242,-104.3107,9.1164,-8.4099
31.3850,0.0230,-0.0163,0.0254,-0.4257,-132.2631,6.1609,-8.7625
31.3900,0.0203,-0.0144,0.0253,-0.4279,-132.2631,6.1609,-8.6267
31.3950,0.0190,-0.0099,0.0245,-0.4288,-110.7617,5.1156,-4.3991
31.4000,0.0184,-0.0052,0.0241,-0.4290,-110.7617,5.1156,-4.3384
31.4050,0.0183,-0.0009,0.0240,-0.4289,-102.8187,8.1735,-5.6231
31.4100,0.0184,0.0027,0.0241,-0.4267,-102.8187,8.1735,-5.6908
31.4150,0.0186,0.0062,0.0241,-0.4248,-0.0000,-0.0000,0.5054
31.4200,0.0189,0.0097,0.0243,-0.4245,-0.0000,-0.0000,0.4927
31.4250,0.0194,0.0127,0.0245,-0.4227,0.0000,0.0000,1.5961
31.4300,0.0201,0.0151,0.0248,-0.4242,0.0000,0.0000,2.8619
31.4350,0.0209,0.0163,0.0254,-0.4257,0.0000,0.0000,3.4010
31.4400,0.0223,0.0144,0.0253,-0.4279,0.0000,0.0000,3.1433
31.4450,0.0245,0.0099,0.0245,-0.4288,0.0000,0.0000,2.1315
31.4500,0.0270,0.0051,0.0241,-0.4290,0.0000,0.0000,0.9395
31.4550,0.0294,0.0009,0.0240,-0.4289,0.0000,0.0000,0.2179
31.4600,0.0310,-0.0027,0.0241,-0.4267,0.0000,0.0000,0.1105
31.4650,0.0316,-0.0062,0.0241,-0.4248,0.0000,0.0000,0.5266
31.4700,0.0310,-0.0098,0.0243,-0.4245,0.0000,0.0000,1.5362
31.4750,0.0296,-0.0127,0.0245,-0.4227,-104.3105,9.1163,-8.2263
31.4800,0.0282,-0.0151,0.0248,-0.4242,-104.3105,9.1163,-8.4100
31.4850,0.0230,-0.0163,0.0254,-0.4257,-132.2629,6.1608,-8.7625
31.4900,0.0203,-0.0144,0.0253,-0.4279,-132.2629,6.1608,-8.6267
31.4950,0.0190,-0.0099,0.0245,-0.4288,-110.7591,5.1168,-4.3991
31.5000,0.0184,-0.0051,0.0241,-0.4290,-110.7591,5.1168,-4.3384
31.5050,0.0183,-0.0009,0.0240,-0.4289,-102.8185,8.1732,-5.6231
31.5100,0.0184,0.0027,0.0241,-0.4267,-102.8185,8.1732,-5.6909
31.5150,0.0186,0.0062,0.0241,-0.4248,-0.0000,-0.0000,0.5053
31.5200,0.0189,0.0097,0.0243,-0.4245,-0.0000,-0.0000,0.4927
31.5250,0.0194,0.0127,0.0245,-0.4227,0.0000,0.0000,1.5961
31.5300,0.0201,0.0151,0.0248,-0.4242,0.0000,0.0000,2.8619
31.5350,0.0209,0.0163,0.0254,-0.4257,0.0000,0.0000,3.4009
31.5400,0.0223,0.0144,0.0253,-0.4279,0.0000,0.0000,3.1432
31.5450,0.0245,0.0099,0.0245,-0.4288,0.0000,0.0000,2.1314
31.5500,0.0270,0.0051,0.0241,-0.4290,0.0000,0.0000,0.9395
31.5550,0.0294,0.0009,0.0240,-0.4289,0.0000,0.0000,0.2179
31.5600,0.0310,-0.0027,0.0241,-0.4267,0.0000,0.0000,0.1105
31.5650,0.0316,-0.0062,0.0241,-0.4248,0.0000,0.0000,0.5266
31.5700,0.0310,-0.0098,0.0243,-0.4245,0.0000,0.0000,1.5363
31.5750,0.0296,-0.0127,0.0245,-0.4227,-104.3106,9.1162,-8.2262
31.5800,0.0282,-0.0151,0.0248,-0.4242,-104.3106,9.1162,-8.4099
31.5850,0.0230,-0.0163,0.0254,-0.4257,-132.2629,6.1608,-8.7625
31.5900,0.0203,-0.0144,0.0253,-0.4279,-132.2629,6.1608,-8.6267
31.5950,0.0190,-0.0099,0.0245,-0.4288,-110.7591,5.1167,-4.3991
31.6000,0.0184,-0.0052,0.0241,-0.4290,-110.7591,5.1167,-4.3384
31.6050,0.0183,-0.0009,0.0240,-0.4289,-102.8189,8.1732,-5.6232
31.6100,0.0184,0.0027,0.0241,-0.4267,-102.8189,8.1732,-5.6909
31.6150,0.0186,0.0062,0.0241,-0.4248,-0.0000,-0.0000,0.5053
31.6200,0.0189,0.0097,0.0243,-0.4245,-0.0000,-0.0000,0.4927
31.6250,0.0194,0.0127,0.0245,-0.4227,0.0000,0.0000,1.5961
31.6300,0.0201,0.0151,0.0248,-0.4242,0.0000,0.0000,2.8619
31.6350,0.0209,0.0163,0.0254,-0.4257,0.0000,0.0000,3.4009
31.6400,0.0223,0.0144,0.0253,-0.4279,0.0000,0.0000,3.1433
31.6450,0.0245,0.0099,0.0245,-0.4288,0.0000,0.0000,2.1315
31.6500,0.0270,0.0051,0.0241,-0.4290,0.0000,0.0000,0.9395
31.6550,0.0294,0.0009,0.0240,-0.4289,0.0000,0.0000,0.2179
31.6600,0.0310,-0.0027,0.0241,-0.4267,0.0000,0.0000,0.1105
31.6650,0.0316,-0.0062,0.0241,-0.4248,0.0000,0.0000,0.5266
31.6700,0.0310,-0.0098,0.0243,-0.4245,0.0000,0.0000,1.5363
31.6750,0.0296,-0.0127,0.0245,-0.4227,-104.3107,9.1163,-8.2262
31.6800,0.0282,-0.0151,0.0248,-0.4242,-104.3107,9.1163,-8.4100
31.6850,0.0230,-0.0163,0.0254,-0.4257,-132.2630,6.1608,-8.7625
31.6900,0.0203,-0.0144,0.0253,-0.4279,-132.2630,6.1608,-8.6267
31.6950,0.0190,-0.0099,0.0245,-0.4288,-110.7592,5.1168,-4.3991
31.7000,0.0184,-0.0052,0.0241,-0.4290,-110.7592,5.1168,-4.3384
31.7050,0.0183,-0.0009,0.0240,-0.4289,-102.8190,8.1733,-5.6232
31.7100,0.0184,0.0027,0.0241,-0.4267,-102.8190,8.1733,-5.6909
31.7150,0.0186,0.0062,0.0241,-0.4248,-0.0000,-0.0000,0.5053
31.7200,0.0189,0.0097,0.0243,-0.4245,-0.0000,-0.0000,0.4927
31.7250,0.0194,0.0127,0.0245,-0.4227,0.0000,0.0000,1.5961
31.7300,0.0201,0.0151,0.0248,-0.4242,0.0000,0.0000,2.8619
31.7350,0.0209,0.0163,0.0254,-0.4257,0.0000,0.0000,3.4009
31.7400,0.0223,0.0144,0.0253,-0.4279,0.0000,0.0000,3.1433
31.7450,0.0245,0.0099,0.0245,-0.4288,0.0000,0.0000,2.1314
31.7500,0.0270,0.0051,0.0241,-0.4290,0.0000,0.0000,0.9395
31.7550,0.0294,0.0009,0.0240,-0.4289,0.0000,0.0000,0.2179
31.7600,0.0310,-0.0027,0.0241,-0.4267,0.0000,0.0000,0.1105
31.7650,0.0316,-0.0062,0.0242,-0.4248,0.0000,0.0000,0.5266
31.7700,0.0310,-0.0098,0.0243,-0.4245,0.0000,0.0000,1.5363
31.7750,0.0296,-0.0127,0.0245,-0.4227,-104.3107,9.1163,-8.2262
31.7800,0.0282,-0.0151,0.0248,-0.4242,-104.3107,9.1163,-8.4099
31.7850,0.0230,-0.0163,0.0254,-0.4257,-132.2630,6.1608,-8.7625
31.7900,0.0203,-0.0144,0.0253,-0.4279,-132.2630,6.1608,-8.6267
31.7950,0.0190,-0.0099,0.0245,-0.4288,-110.7593,5.1168,-4.3991
31.8000,0.0184,-0.0052,0.0241,-0.4290,-110.7593,5.1168,-4.3384
31.8050,0.0183,-0.0009,0.0240,-0.4289,-102.8191,8.1733,-5.6232
31.8100,0.0184,0.0027,0.0241,-0.4267,-102.8191,8.1733,-5.6909
31.8150,0.0186,0.0062,0.0241,-0.4248,-0.0000,-0.0000,0.5053
31.8200,0.0189,0.0097,0.0243,-0.4245,-0.0000,-0.0000,0.4927
31.8250,0.0194,0.0127,0.0245,-0.4227,0.0000,0.0000,1.5961
31.8300,0.0201,0.0151,0.0248,-0.4242,0.0000,0.0000,2.8619
31.8350,0.0209,0.0163,0.0254,-0.4257,0.0000,0.0000,3.4009
31.8400,0.0223,0.0144,0.0253,-0.4279,0.0000,0.0000,3.1433
31.8450,0.0245,0.0099,0.0245,-0.4288,0.0000,0.0000,2.1315
31.8500,0.0270,0.0051,0.0241,-0.4290,0.0000,0.0000,0.9395
31.8550,0.0294,0.0009,0.0240,-0.4289,0.0000,0.0000,0.2179
31.8600,0.0310,-0.0027,0.0241,-0.4267,0.0000,0.0000,0.1105
31.8650,0.0316,-0.0062,0.0242,-0.4248,0.0000,0.0000,0.5266
31.8700,0.0310,-0.0098,0.0243,-0.4245,0.0000,0.0000,1.5363
31.8750,0.0296,-0.0127,0.0245,-0.4227,-104.3107,9.1163,-8.2262
31.8800,0.0282,-0.0151,0.0248,-0.4242,-104.3107,9.1163,-8.4099
31.8850,0.0230,-0.0163,0.0254,-0.4257,-132.2630,6.1608,-8.7625
31.8900,0.0203,-0.0144,0.0253,-0.4279,-132.2630,6.1608,-8.6267
31.8950,0.0190,-0.0099,0.0245,-0.4288,-110.7593,5.1169,-4.3991
31.9000,0.0184,-0.0052,0.0241,-0.4290,-110.7593,5.1169,-4.3384
31.9050,0.0183,-0.0009,0.0240,-0.4289,-102.8191,8.1733,-5.6232
31.9100,0.0184,0.0027,0.0241,-0.4267,-102.8191,8.1733,-5.6909
31.9150,0.0186,0.0062,0.0241,-0.4248,-0.0000,-0.0000,0.5053
31.9200,0.0189,0.0097,0.0243,-0.4245,-0.0000,-0.0000,0.4927
31.9250,0.0194,0.0127,0.0245,-0.4227,0.0000,0.0000,1.5961
31.9300,0.0201,0.0151,0.0248,-0.4242,0.0000,0.0000,2.8619
31.9350,0.0209,0.0163,0.0254,-0.4257,0.0000,0.0000,3.4009
31.9400,0.0223,0.0144,0.0253,-0.4279,0.0000,0.0000,3.1433
31.9450,0.0245,0.0099,0.0245,-0.4288,0.0000,0.0000,2.1315
31.9500,0.0270,0.0051,0.0241,-0.4290,0.0000,0.0000,0.9395
31.9550,0.0294,0.0009,0.0240,-0.4289,0.0000,0.0000,0.2179
31.9600,0.0310,-0.0027,0.0241,-0.4267,0.0000,0.0000,0.1105
31.9650,0.0316,-0.0062,0.0242,-0.4248,0.0000,0.0000,0.5266
31.9700,0.0310,-0.0098,0.0243,-0.4245,0.0000,0.0000,1.5363
31.9750,0.0296,-0.0127,0.0245,-0.4227,-104.3107,9.1164,-8.2262
31.9800,0.0282,-0.0151,0.0248,-0.4242,-104.3107,9.1164,-8.4099
31.9850,0.0230,-0.0163,0.0254,-0.4257,-132.2631,6.1609,-8.7625
31.9900,0.0203,-0.0144,0.0253,-0.4279,-132.2631,6.1609,-8.6267
31.9950,0.0190,-0.0099,0.0245,-0.4288,-110.7617,5.1156,-4.3991
32.0000,0.0184,-0.0052,0.0241,-0.4290,-110.7617,5.1156,-4.3384
32.0050,0.0183,-0.0009,0.0240,-0.4289,-102.8187,8.1735,-5.6231
32.0100,0.0184,0.0027,0.0241,-0.4267,-102.8187,8.1735,-5.6908
32.0150,0.0186,0.0062,0.0241,-0.4248,-0.0000,-0.0000,0.5054
32.0200,0.0189,0.0097,0.0243,-0.4245,-0.0000,-0.0000,0.4927
32.0250,0.0194,0.0127,0.0245,-0.4227,0.0000,0.0000,1.5961
32.0300,0.0201,0.0151,0.0248,-0.4242,0.0000,0.0000,2.8619
32.0350,0.0209,0.0163,0.0254,-0.4257,0.0000,0.0000,3.4010
32.0400,0.0223,0.0144,0.0253,-0.4279,0.0000,0.0000,3.1433
32.0450,0.0245,0.0099,0.0245,-0.4288,0.0000,0.0000,2.1315
32.0500,0.0270,0.0051,0.0241,-0.4290,0.0000,0.0000,0.9395
32.0550,0.0294,0.0009,0.0240,-0.4289,0.0000,0.0000,0.2179
32.0600,0.0310,-0.0027,0.0241,-0.4267,0.0000,0.0000,0.1105
32.0650,0.0316,-0.0062,0.0241,-0.4248,0.0000,0.0000,0.5266
32.0700,0.0310,-0.0098,0.0243,-0.4245,0.0000,0.0000,1.5363
32.0750,0.0296,-0.0127,0.0245,-0.4227,-104.3105,9.1162,-8.2262
32.0800,0.0282,-0.0151,0.0248,-0.4242,-104.3105,9.1162,-8.4100
32.0850,0.0230,-0.0163,0.0254,-0.4257,-132.2629,6.1608,-8.7625
32.0900,0.0203,-0.0144,0.0253,-0.4279,-132.2629,6.1608,-8.6267
32.0950,0.0190,-0.0099,0.0245,-0.4288,-110.7591,5.1168,-4.3991
32.1000,0.0184,-0.0051,0.0241,-0.4290,-110.7591,5.1168,-4.3384
32.1050,0.0183,-0.0009,0.0240,-0.4289,-102.8182,8.1732,-5.6231
32.1100,0.0184,0.0027,0.0241,-0.4267,-102.8182,8.1732,-5.6908
32.1150,0.0186,0.0062,0.0241,-0.4248,-0.0000,-0.0000,0.5053
32.1200,0.0189,0.0097,0.0243,-0.4245,-0.0000,-0.0000,0.4927
32.1250,0.0194,0.0127,0.0245,-0.4227,0.0000,0.0000,1.5961
32.1300,0.0201,0.0151,0.0248,-0.4242,0.0000,0.0000,2.8619
32.1350,0.0209,0.0163,0.0254,-0.4257,0.0000,0.0000,3.4009
32.1400,0.0223,0.0144,0.0253,-0.4279,0.0000,0.0000,3.1432
32.1450,0.0245,0.0099,0.0245,-0.4288,0.0000,0.0000,2.1314
32.1500,0.0270,0.0051,0.0241,-0.4290,0.0000,0.0000,0.9394
32.1550,0.0294,0.0009,0.0240,-0.4289,0.0000,0.0000,0.2179
32.1600,0.0310,-0.0027,0.0241,-0.4267,0.0000,0.0000,0.1105
32.1650,0.0316,-0.0062,0.0241,-0.4248,0.0000,0.0000,0.5266
32.1700,0.0310,-0.0098,0.0243,-0.4245,0.0000,0.0000,1.5363
32.1750,0.0296,-0.0127,0.0245,-0.4227,-104.3107,9.1163,-8.2262
32.1800,0.0282,-0.0151,0.0248,-0.4242,-104.3107,9.1163,-8.4099
32.1850,0.0230,-0.0163,0.0254,-0.4257,-132.2629,6.1608,-8.7625
32.1900,0.0203,-0.0144,0.0253,-0.4279,-132.2629,6.1608,-8.6267
32.1950,0.0190,-0.0099,0.0245,-0.4288,-110.7591,5.1168,-4.3991
32.2000,0.0184,-0.0052,0.0241,-0.4290,-110.7591,5.1168,-4.3384
32.2050,0.0183,-0.0009,0.0240,-0.4289,-102.8190,8.1732,-5.6232
32.2100,0.0184,0.0027,0.0241,-0.4267,-102.8190,8.1732,-5.6909
32.2150,0.0186,0.0062,0.0241,-0.4248,-0.0000,-0.0000,0.5053
32.2200,0.0189,0.0097,0.0243,-0.4245,-0.0000,-0.0000,0.4927
32.2250,0.0194,0.0127,0.0245,-0.4227,0.0000,0.0000,1.5961
32.2300,0.0201,0.0151,0.0248,-0.4242,0.0000,0.0000,2.8619
32.2350,0.0209,0.0163,0.0254,-0.4257,0.0000,0.0000,3.4010
32.2400,0.0223,0.0144,0.0253,-0.4279,0.0000,0.0000,3.1433
32.2450,0.0245,0.0099,0.0245,-0.4288,0.0000,0.0000,2.1315
32.2500,0.0270,0.0051,0.0241,-0.4290,0.0000,0.0000,0.9395
32.2550,0.0294,0.0009,0.0240,-0.4289,0.0000,0.0000,0.2179
32.2600,0.0310,-0.0027,0.0241,-0.4267,0.0000,0.0000,0.1105
32.2650,0.0316,-0.0062,0.0242,-0.4248,0.0000,0.0000,0.5266
32.2700,0.0310,-0.0098,0.0243,-0.4245,0.0000,0.0000,1.5363
32.2750,0.0296,-0.0127,0.0245,-0.4227,-104.3107,9.1163,-8.2262
32.2800,0.0282,-0.0151,0.0248,-0.4242,-104.3107,9.1163,-8.4100
32.2850,0.0230,-0.0163,0.0254,-0.4257,-132.2631,6.1608,-8.7625
32.2900,0.0203,-0.0144,0.0253,-0.4279,-132.2631,6.1608,-8.6267
32.2950,0.0190,-0.0099,0.0245,-0.4288,-110.7593,5.1168,-4.3991
32.3000,0.0184,-0.0052,0.0241,-0.4290,-110.7593,5.1168,-4.3384
32.3050,0.0183,-0.0009,0.0240,-0.4289,-102.8190,8.1733,-5.6232
32.3100,0.0184,0.0027,0.0241,-0.4267,-102.8190,8.1733,-5.6909
32.3150,0.0186,0.0062,0.0241,-0.4248,-0.0000,-0.0000,0.5053
32.3200,0.0189,0.0097,0.0243,-0.4245,-0.0000,-0.0000,0.4927
32.3250,0.0194,0.0127,0.0245,-0.4227,0.0000,0.0000,1.5961
32.3300,0.0201,0.0151,0.0248,-0.4242,0.0000,0.0000,2.8619
32.3350,0.0209,0.0163,0.0254,-0.4257,0.0000,0.0000,3.4009
32.3400,0.0223,0.0144,0.0253,-0.4279,0.0000,0.0000,3.1433
32.3450,0.0245,0.0099,0.0245,-0.4288,0.0000,0.0000,2.1315
32.3500,0.0270,0.0051,0.0241,-0.4290,0.0000,0.0000,0.9395
32.3550,0.0294,0.0009,0.0240,-0.4289,0.0000,0.0000,0.2179
32.3600,0.0310,-0.0027,0.0241,-0.4267,0.0000,0.0000,0.1105
32.3650,0.0316,-0.0062,0.0242,-0.4248,0.0000,0.0000,0.5266
32.3700,0.0310,-0.0098,0.0243,-0.4245,0.0000,0.0000,1.5363
32.3750,0.0296,-0.0127,0.0245,-0.4227,-104.3108,9.1163,-8.2262
32.3800,0.0282,-0.0151,0.0248,-0.4242,-104.3108,9.1163,-8.4099
32.3850,0.0230,-0.0163,0.0254,-0.4257,-132.2630,6.1609,-8.7625
32.3900,0.0203,-0.0144,0.0253,-0.4279,-132.2630,6.1609,-8.6267
32.3950,0.0190,-0.0099,0.0245,-0.4288,-110.7592,5.1169,-4.3991
32.4000,0.0184,-0.0052,0.0241,-0.4290,-110.7592,5.1169,-4.3384
32.4050,0.0183,-0.0009,0.0240,-0.4289,-102.8191,8.1733,-5.6232
32.4100,0.0184,0.0027,0.0241,-0.4267,-102.8191,8.1733,-5.6909
32.4150,0.0186,0.0062,0.0241,-0.4248,-0.0000,-0.0000,0.5053
32.4200,0.0189,0.0097,0.0243,-0.4245,-0.0000,-0.0000,0.4927
32.4250,0.0194,0.0127,0.0245,-0.4227,0.0000,0.0000,1.5961
32.4300,0.0201,0.0151,0.0248,-0.4242,0.0000,0.0000,2.8619
32.4350,0.0209,0.0163,0.0254,-0.4257,0.0000,0.0000,3.4009
32.4400,0.0223,0.0144,0.0253,-0.4279,0.0000,0.0000,3.1433
32.4450,0.0245,0.0099,0.0245,-0.4288,0.0000,0.0000,2.1315
32.4500,0.0270,0.0051,0.0241,-0.4290,0.0000,0.0000,0.9395
32.4550,0.0294,0.0009,0.0240,-0.4289,0.0000,0.0000,0.2179
32.4600,0.0310,-0.0027,0.0241,-0.4267,0.0000,0.0000,0.1105
32.4650,0.0316,-0.0062,0.0242,-0.4248,0.0000,0.0000,0.5266
32.4700,0.0310,-0.0098,0.0243,-0.4245,0.0000,0.0000,1.5363
32.4750,0.0296,-0.0127,0.0245,-0.4227,-104.3107,9.1164,-8.2262
32.4800,0.0282,-0.0151,0.0248,-0.4242,-104.3107,9.1164,-8.4099
32.4850,0.0230,-0.0163,0.0254,-0.4257,-132.2631,6.1609,-8.7625
32.4900,0.0203,-0.0144,0.0253,-0.4279,-132.2631,6.1609,-8.6267
32.4950,0.0190,-0.0099,0.0245,-0.4288,-110.7616,5.1156,-4.3991
32.5000,0.0184,-0.0052,0.0241,-0.4290,-110.7616,5.1156,-4.3384
32.5050,0.0183,-0.0009,0.0240,-0.4289,-102.8187,8.1735,-5.6231
32.5100,0.0184,0.0027,0.0241,-0.4267,-102.8187,8.1735,-5.6908
32.5150,0.0186,0.0062,0.0241,-0.4248,-0.0000,-0.0000,0.5054
32.5200,0.0189,0.0097,0.0243,-0.4245,-0.0000,-0.0000,0.4927
32.5250,0.0194,0.0127,0.0245,-0.4227,0.0000,0.0000,1.5961
32.5300,0.0201,0.0151,0.0248,-0.4242,0.0000,0.0000,2.8619
32.5350,0.0209,0.0163,0.0254,-0.4257,0.0000,0.0000,3.4010
32.5400,0.0223,0.0144,0.0253,-0.4279,0.0000,0.0000,3.1433
32.5450,0.0245,0.0099,0.0245,-0.4288,0.0000,0.0000,2.1315
32.5500,0.0270,0.0051,0.0241,-0.4290,0.0000,0.0000,0.9395
32.5550,0.0294,0.0009,0.0240,-0.4289,0.0000,0.0000,0.2179
32.5600,0.0310,-0.0027,0.0241,-0.4267,0.0000,0.0000,0.1105
32.5650,0.0316,-0.0062,0.0241,-0.4248,0.0000,0.0000,0.5266
32.5700,0.0310,-0.0098,0.0243,-0.4245,0.0000,0.0000,1.5362
32.5750,0.0296,-0.0127,0.0245,-0.4227,-104.3105,9.1163,-8.2263
32.5800,0.0282,-0.0151,0.0248,-0.4242,-104.3105,9.1163,-8.4100
32.5850,0.0230,-0.0163,0.0254,-0.4257,-132.2629,6.1608,-8.7625
32.5900,0.0203,-0.0144,0.0253,-0.4279,-132.2629,6.1608,-8.6267
32.5950,0.0190,-0.0099,0.0245,-0.4288,-110.7591,5.1168,-4.3991
32.6000,0.0184,-0.0051,0.0241,-0.4290,-110.7591,5.1168,-4.3384
32.6050,0.0183,-0.0009,0.0240,-0.4289,-102.8185,8.1732,-5.6231
32.6100,0.0184,0.0027,0.0241,-0.4267,-102.8185,8.1732,-5.6909
32.6150,0.0186,0.0062,0.0241,-0.4248,-0.0000,-0.0000,0.5053
32.6200,0.0189,0.0097,0.0243,-0.4245,-0.0000,-0.0000,0.4927
32.6250,0.0194,0.0127,0.0245,-0.4227,0.0000,0.0000,1.5961
32.6300,0.0201,0.0151,0.0248,-0.4242,0.0000,0.0000,2.8619
32.6350,0.0209,0.0163,0.0254,-0.4257,0.0000,0.0000,3.4009
32.6400,0.0223,0.0144,0.0253,-0.4279,0.0000,0.0000,3.1432
32.6450,0.0245,0.0099,0.0245,-0.4288,0.0000,0.0000,2.1314
32.6500,0.0270,0.0051,0.0241,-0.4290,0.0000,0.0000,0.9395
32.6550,0.0294,0.0009,0.0240,-0.4289,0.0000,0.0000,0.2179
32.6600,0.0310,-0.0027,0.0241,-0.4267,0.0000,0.0000,0.1105
32.6650,0.0316,-0.0062,0.0241,-0.4248,0.0000,0.0000,0.5266
32.6700,0.0310,-0.0098,0.0243,-0.4245,0.0000,0.0000,1.5363
32.6750,0.0296,-0.0127,0.0245,-0.4227,-104.3106,9.1163,-8.2262
32.6800,0.0282,-0.0151,0.0248,-0.4242,-104.3106,9.1163,-8.4099
32.6850,0.0230,-0.0163,0.0254,-0.4257,-132.2629,6.1608,-8.7625
32.6900,0.0203,-0.0144,0.0253,-0.4279,-132.2629,6.1608,-8.6267
32.6950,0.0190,-0.0099,0.0245,-0.4288,-110.7591,5.1168,-4.3991
32.7000,0.0184,-0.0052,0.0241,-0.4290,-110.7591,5.1168,-4.3384
32.7050,0.0183,-0.0009,0.0240,-0.4289,-102.8187,8.1732,-5.6231
32.7100,0.0184,0.0027,0.0241,-0.4267,-102.8187,8.1732,-5.6909
32.7150,0.0186,0.0062,0.0241,-0.4248,-0.0000,-0.0000,0.5053
32.7200,0.0189,0.0097,0.0243,-0.4245,-0.0000,-0.0000,0.4927
32.7250,0.0194,0.0127,0.0245,-0.4227,0.0000,0.0000,1.5961
32.7300,0.0201,0.0151,0.0248,-0.4242,0.0000,0.0000,2.8619
32.7350,0.0209,0.0163,0.0254,-0.4257,0.0000,0.0000,3.4009
32.7400,0.0223,0.0144,0.0253,-0.4279,0.0000,0.0000,3.1432
32.7450,0.0245,0.0099,0.0245,-0.4288,0.0000,0.0000,2.1314
32.7500,0.0270,0.0051,0.0241,-0.4290,0.0000,0.0000,0.9395
32.7550,0.0294,0.0009,0.0240,-0.4289,0.0000,0.0000,0.2179
32.7600,0.0310,-0.0027,0.0241,-0.4267,0.0000,0.0000,0.1105
32.7650,0.0316,-0.0062,0.0242,-0.4248,0.0000,0.0000,0.5266
32.7700,0.0310,-0.0098,0.0243,-0.4245,0.0000,0.0000,1.5363
32.7750,0.0296,-0.0127,0.0245,-0.4227,-104.3107,9.1163,-8.2262
32.7800,0.0282,-0.0151,0.0248,-0.4242,-104.3107,9.1163,-8.4099
32.7850,0.0230,-0.0163,0.0254,-0.4257,-132.2630,6.1608,-8.7625
32.7900,0.0203,-0.0144,0.0253,-0.4279,-132.2630,6.1608,-8.6267
32.7950,0.0190,-0.0099,0.0245,-0.4288,-110.7593,5.1168,-4.3991
32.8000,0.0184,-0.0052,0.0241,-0.4290,-110.7593,5.1168,-4.3384
32.8050,0.0183,-0.0009,0.0240,-0.4289,-102.8191,8.1733,-5.6232
32.8100,0.0184,0.0027,0.0241,-0.4267,-102.8191,8.1733,-5.6909
32.8150,0.0186,0.0062,0.0241,-0.4248,-0.0000,-0.0000,0.5053
32.8200,0.0189,0.0097,0.0243,-0.4245,-0.0000,-0.0000,0.4927
32.8250,0.0194,0.0127,0.0245,-0.4227,0.0000,0.0000,1.5961
32.8300,0.0201,0.0151,0.0248,-0.4242,0.0000,0.0000,2.8619
32.8350,0.0209,0.0163,0.0254,-0.4257,0.0000,0.0000,3.4009
32.8400,0.0223,0.0144,0.0253,-0.4279,0.0000,0.0000,3.1433
